id,reference_id,amount,currency,date,status,can_cancel
1878213439,8329372,736.01,SAR,"2020-11-29 14:02:10.000000","تم الشحن",
1116355293,8328058,125,SAR,"2020-11-29 13:22:03.000000","تم الشحن",
5849638,8327811,376,SAR,"2020-11-29 13:15:37.000000","تم الشحن",
1038630958,8326283,667.46,SAR,"2020-11-29 12:31:12.000000","تم الشحن",
1644143789,8325386,414,SAR,"2020-11-29 11:58:34.000000","تم الشحن",
213073794,8323367,127.35,SAR,"2020-11-29 10:37:21.000000","تم الشحن",
1714118093,8323178,185.6,SAR,"2020-11-29 10:29:19.000000","تم الشحن",
1961529954,8322759,155.34,SAR,"2020-11-29 10:07:47.000000","تم الشحن",
1823883923,8322360,95,SAR,"2020-11-29 09:47:41.000000","تم الشحن",
203403503,8321868,199,SAR,"2020-11-29 09:21:13.000000","تم الشحن",
1371635737,8321470,497.01,SAR,"2020-11-29 08:58:18.000000",مسترجع,
725200292,8321281,48.04,SAR,"2020-11-29 08:45:46.000000",ملغي,
170622007,8320916,478.01,SAR,"2020-11-29 08:19:37.000000","تم الشحن",
775710298,8319743,86.5,SAR,"2020-11-29 06:37:54.000000","تم الشحن",
1025056194,8315751,956.02,SAR,"2020-11-29 02:27:12.000000","تم الشحن",
1947704724,8313137,299,SAR,"2020-11-30 00:34:40.000000","تم الشحن",
1322446338,8311463,50,SAR,"2020-11-29 00:11:47.000000",ملغي,
1182373845,831090,128,SAR,"2019-10-06 14:54:59.000000","تم الشحن",
1681751748,8308833,287.23,SAR,"2020-11-29 00:55:39.000000","تم الشحن",
859211054,8308619,224.43,SAR,"2020-11-28 23:04:42.000000","تم الشحن",
96703578,8307967,543.69,SAR,"2020-11-28 22:49:39.000000","تم الشحن",
101310605,830762,163,SAR,"2019-10-06 13:43:59.000000","تم الشحن",
11040549,8306306,389.62,SAR,"2020-11-28 22:10:44.000000","تم الشحن",
526423854,8304011,221.16,SAR,"2020-11-28 21:11:00.000000","تم الشحن",
1599016225,8303750,78.99,SAR,"2020-11-28 21:04:25.000000","تم الشحن",
1930762399,8303420,956.02,SAR,"2020-11-28 20:57:31.000000","تم الشحن",
1766434071,8298164,302,SAR,"2020-11-28 18:58:23.000000","تم الشحن",
1401140477,829786,443,SAR,"2019-10-06 06:11:39.000000","تم الشحن",
1570439919,829772,128,SAR,"2019-10-06 06:03:56.000000","تم الشحن",
1367376257,8294438,173.9,SAR,"2020-11-28 17:24:33.000000","تم الشحن",
2139558705,8294038,324.8,SAR,"2020-11-28 17:12:31.000000","تم الشحن",
1876018528,8293829,156.8,SAR,"2020-11-28 17:07:28.000000","تم الشحن",
1119417304,829309,558,SAR,"2019-10-06 01:18:28.000000","تم التوصيل",
1137647047,8291940,239,SAR,"2020-11-28 16:17:29.000000","تم الشحن",
1360325020,8291641,199,SAR,"2020-11-28 16:09:43.000000","تم الشحن",
627060718,8285515,363.45,SAR,"2020-11-28 13:24:39.000000","تم الشحن",
140797385,8283246,239,SAR,"2020-11-28 12:04:02.000000","تم الشحن",
714496266,8282031,354.35,SAR,"2020-11-28 11:10:33.000000","تم الشحن",
1946048662,8281139,118.79,SAR,"2020-11-28 10:19:55.000000","تم الشحن",
2028583057,8280374,382.75,SAR,"2020-11-28 09:28:14.000000","تم الشحن",
1487002933,8280210,168.87,SAR,"2020-11-28 09:16:34.000000","تم الشحن",
